Gator Windows/Focal Loci,AADR_008228|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008229|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008230|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008231|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008232|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008233|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008234|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008235|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008236|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008237|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008238|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008239|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008240|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008241|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008242|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008243|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008244|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008245|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008246|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008247|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008248|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008249|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008250|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008251|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008252|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008253|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008254|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008255|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008256|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008257|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008258|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008259|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008260|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008261|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008262|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008263|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008264|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008265|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008266|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008267|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008268|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008269|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008270|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008271|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008272|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008273|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008274|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008275|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008276|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008277|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008278|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008279|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008280|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008281|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008282|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008283|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008284|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008285|_|GCA_000418455.1_ASM41845v1.gbk,AADR_008286|_|GCA_000418455.1_ASM41845v1.gbk,Gator Focal Window,Gator Focal Score
window_17--GCA_009296025.1_ASM929602v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8007374029168081,0.9059551911095097,0.9756109800648459,1.0,1.0,0.0,0.9059551911095097,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_5--GCA_000418455.1_ASM41845v1.gbff,0.38946545711751746
window_11--GCA_016919685.1_ASM1691968v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8007374029168081,0.9059551911095097,0.9756109800648459,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_5--GCA_000418455.1_ASM41845v1.gbff,0.3590175477479907
window_14--GCA_007856155.1_ASM785615v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8007374029168081,0.9059551911095097,0.9756109800648459,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_5--GCA_000418455.1_ASM41845v1.gbff,0.3590175477479907
window_15--GCA_003932715.1_ASM393271v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8007374029168081,0.9059551911095097,0.9756109800648459,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_5--GCA_000418455.1_ASM41845v1.gbff,0.3590175477479907
window_18--GCA_031679605.1_ASM3167960v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8007374029168081,0.9059551911095097,0.9756109800648459,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_5--GCA_000418455.1_ASM41845v1.gbff,0.3590175477479907
window_20--GCA_026898115.1_ASM2689811v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8007374029168081,0.9059551911095097,0.9756109800648459,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_5--GCA_000418455.1_ASM41845v1.gbff,0.3590175477479907
window_24--GCA_000297155.3_ASM29715v3.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8007374029168081,0.9059551911095097,0.9756109800648459,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_5--GCA_000418455.1_ASM41845v1.gbff,0.3590175477479907
window_29--GCA_004295505.1_ASM429550v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8007374029168081,0.9059551911095097,0.9756109800648459,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_5--GCA_000418455.1_ASM41845v1.gbff,0.3590175477479907
window_2--GCA_015689475.1_ASM1568947v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8007374029168081,0.0,0.9756109800648459,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_5--GCA_000418455.1_ASM41845v1.gbff,0.3285696383784641
window_3--GCA_002812405.1_ASM281240v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8007374029168081,0.0,0.9756109800648459,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_5--GCA_000418455.1_ASM41845v1.gbff,0.3285696383784641
window_4--GCA_006974005.1_ASM697400v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8007374029168081,0.0,0.9756109800648459,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_5--GCA_000418455.1_ASM41845v1.gbff,0.3285696383784641
window_6--GCA_021233395.1_ASM2123339v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8007374029168081,0.0,0.9756109800648459,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_5--GCA_000418455.1_ASM41845v1.gbff,0.3285696383784641
window_8--GCA_002591335.1_ASM259133v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8007374029168081,0.0,0.9756109800648459,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_5--GCA_000418455.1_ASM41845v1.gbff,0.3285696383784641
window_12--GCA_030122705.1_ASM3012270v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8007374029168081,0.0,0.9756109800648459,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_5--GCA_000418455.1_ASM41845v1.gbff,0.3285696383784641
window_13--GCA_033547115.1_ASM3354711v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8007374029168081,0.0,0.9756109800648459,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_5--GCA_000418455.1_ASM41845v1.gbff,0.3285696383784641
window_21--GCA_002891865.1_ASM289186v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8007374029168081,0.0,0.9756109800648459,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_5--GCA_000418455.1_ASM41845v1.gbff,0.3285696383784641
window_25--GCA_008033485.2_ASM803348v2.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8007374029168081,0.0,0.9756109800648459,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_5--GCA_000418455.1_ASM41845v1.gbff,0.3285696383784641
