Gator Windows/Focal Loci,ABGJ_000328|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000329|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000330|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000331|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000332|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000333|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000334|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000335|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000336|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000337|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000338|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000339|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000340|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000341|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000342|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000343|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000344|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000345|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000346|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000347|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000348|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000349|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000350|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000351|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000352|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000353|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000354|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000355|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000356|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000357|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000358|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000359|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000360|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000361|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000362|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000363|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000364|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000365|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000366|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000367|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000368|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000369|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000370|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000371|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000372|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000373|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000374|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000375|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000376|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000377|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000378|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000379|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000380|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000381|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000382|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000383|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000384|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000385|_|GCA_002812405.1_ASM281240v1.gbk,ABGJ_000386|_|GCA_002812405.1_ASM281240v1.gbk,Gator Focal Window,Gator Focal Score
window_15--GCA_003932715.1_ASM393271v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9756109800648459,1.0,1.0,1.0,1.0,1.0,0.9756109800648459,0.9059551911095097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_3--GCA_002812405.1_ASM281240v1.gbff,0.3417396130283474
window_17--GCA_009296025.1_ASM929602v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9756109800648459,1.0,1.0,1.0,1.0,1.0,0.9756109800648459,0.9059551911095097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_3--GCA_002812405.1_ASM281240v1.gbff,0.3417396130283474
window_18--GCA_031679605.1_ASM3167960v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9756109800648459,1.0,1.0,1.0,1.0,1.0,0.9756109800648459,0.9059551911095097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_3--GCA_002812405.1_ASM281240v1.gbff,0.3417396130283474
window_20--GCA_026898115.1_ASM2689811v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9756109800648459,1.0,1.0,1.0,1.0,1.0,0.9756109800648459,0.9059551911095097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_3--GCA_002812405.1_ASM281240v1.gbff,0.3417396130283474
window_24--GCA_000297155.3_ASM29715v3.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9756109800648459,1.0,1.0,1.0,1.0,1.0,0.9756109800648459,0.9059551911095097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_3--GCA_002812405.1_ASM281240v1.gbff,0.3417396130283474
window_26--GCA_017874715.1_ASM1787471v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9756109800648459,1.0,1.0,1.0,1.0,1.0,0.9756109800648459,0.9059551911095097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_3--GCA_002812405.1_ASM281240v1.gbff,0.3417396130283474
window_29--GCA_004295505.1_ASM429550v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9756109800648459,1.0,1.0,1.0,1.0,1.0,0.9756109800648459,0.9059551911095097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_3--GCA_002812405.1_ASM281240v1.gbff,0.3417396130283474
window_19--GCA_008704495.1_ASM870449v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9756109800648459,0.0,1.0,0.0,1.0,1.0,0.9756109800648459,0.9059551911095097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_3--GCA_002812405.1_ASM281240v1.gbff,0.25475172757015846
window_22--GCA_014205315.1_ASM1420531v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9756109800648459,0.0,1.0,0.0,1.0,1.0,0.9756109800648459,0.9059551911095097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_3--GCA_002812405.1_ASM281240v1.gbff,0.25475172757015846
window_28--GCA_009862825.1_ASM986282v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9756109800648459,0.0,1.0,0.0,1.0,1.0,0.9756109800648459,0.9059551911095097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_3--GCA_002812405.1_ASM281240v1.gbff,0.25475172757015846
window_23--GCA_041365895.1_ASM4136589v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9756109800648459,0.0,0.0,0.0,1.0,1.0,0.9756109800648459,0.9059551911095097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_3--GCA_002812405.1_ASM281240v1.gbff,0.21125778484106403
window_30--GCA_025568765.1_ASM2556876v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9756109800648459,0.0,0.0,0.0,1.0,1.0,0.9756109800648459,0.9059551911095097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_3--GCA_002812405.1_ASM281240v1.gbff,0.21125778484106403
