Gator Windows/Focal Loci,AENV_000230|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000231|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000232|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000233|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000234|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000235|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000236|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000237|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000238|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000239|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000240|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000241|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000242|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000243|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000244|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000245|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000246|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000247|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000248|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000249|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000250|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000251|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000252|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000253|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000254|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000255|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000256|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000257|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000258|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000259|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000260|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000261|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000262|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000263|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000264|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000265|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000266|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000267|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000268|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000269|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000270|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000271|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000272|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000273|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000274|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000275|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000276|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000277|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000278|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000279|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000280|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000281|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000282|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000283|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000284|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000285|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000286|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000287|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000288|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000289|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000290|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000291|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000292|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000293|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000294|_|GCA_033547115.1_ASM3354711v1.gbk,AENV_000295|_|GCA_033547115.1_ASM3354711v1.gbk,Gator Focal Window,Gator Focal Score
window_18--GCA_031679605.1_ASM3167960v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9238496285499838,0.9803932717987247,1.0,1.0,1.0,0.9803932717987247,0.9803932717987247,1.0,1.0,0.9803932717987247,0.9238496285499838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.218920413503399e-06,0.0,0.0,0.0,window_13--GCA_033547115.1_ASM3354711v1.gbff,0.40645713471033024
window_20--GCA_026898115.1_ASM2689811v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9238496285499838,0.9803932717987247,1.0,1.0,1.0,0.9803932717987247,0.9803932717987247,1.0,1.0,0.9803932717987247,0.9238496285499838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.218920413503399e-06,0.0,0.0,0.0,window_13--GCA_033547115.1_ASM3354711v1.gbff,0.40645713471033024
window_1--GCA_000938975.1_Siranensis.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9238496285499838,0.9803932717987247,1.0,1.0,1.0,0.9803932717987247,0.9803932717987247,1.0,1.0,0.9803932717987247,0.9238496285499838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_13--GCA_033547115.1_ASM3354711v1.gbff,0.4064569754786221
window_5--GCA_000418455.1_ASM41845v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9238496285499838,0.9803932717987247,1.0,1.0,1.0,0.9803932717987247,0.9803932717987247,1.0,1.0,0.9803932717987247,0.9238496285499838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_13--GCA_033547115.1_ASM3354711v1.gbff,0.4064569754786221
window_11--GCA_016919685.1_ASM1691968v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9238496285499838,0.9803932717987247,1.0,1.0,1.0,0.9803932717987247,0.9803932717987247,1.0,1.0,0.9803932717987247,0.9238496285499838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_13--GCA_033547115.1_ASM3354711v1.gbff,0.4064569754786221
window_14--GCA_007856155.1_ASM785615v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9238496285499838,0.9803932717987247,1.0,1.0,1.0,0.9803932717987247,0.9803932717987247,1.0,1.0,0.9803932717987247,0.9238496285499838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_13--GCA_033547115.1_ASM3354711v1.gbff,0.4064569754786221
window_15--GCA_003932715.1_ASM393271v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9238496285499838,0.9803932717987247,1.0,1.0,1.0,0.9803932717987247,0.9803932717987247,1.0,1.0,0.9803932717987247,0.9238496285499838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_13--GCA_033547115.1_ASM3354711v1.gbff,0.4064569754786221
window_17--GCA_009296025.1_ASM929602v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9238496285499838,0.9803932717987247,1.0,1.0,1.0,0.9803932717987247,0.9803932717987247,1.0,1.0,0.9803932717987247,0.9238496285499838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_13--GCA_033547115.1_ASM3354711v1.gbff,0.4064569754786221
window_24--GCA_000297155.3_ASM29715v3.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9238496285499838,0.9803932717987247,1.0,1.0,1.0,0.9803932717987247,0.9803932717987247,1.0,1.0,0.9803932717987247,0.9238496285499838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_13--GCA_033547115.1_ASM3354711v1.gbff,0.4064569754786221
window_29--GCA_004295505.1_ASM429550v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9238496285499838,0.9803932717987247,1.0,1.0,1.0,0.9803932717987247,0.9803932717987247,1.0,1.0,0.9803932717987247,0.9238496285499838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_13--GCA_033547115.1_ASM3354711v1.gbff,0.4064569754786221
window_26--GCA_017874715.1_ASM1787471v1.gbff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9238496285499838,0.9803932717987247,1.0,1.0,0.0,0.9803932717987247,0.9803932717987247,1.0,1.0,0.9803932717987247,0.9238496285499838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window_13--GCA_033547115.1_ASM3354711v1.gbff,0.36871468774699584
